Id,SalePrice
1587,109537.87239533055
1588,165674.04362415362
1589,107006.75526652168
1590,120356.70200416396
1591,98673.66813116086
1592,128054.0070091651
1593,127844.51219905772
1594,166382.15431238525
1595,139285.58676765108
1596,229743.23120749224
1597,187991.97520986066
1598,210974.75265154798
1599,202761.75728103356
1600,182724.94118993336
1601,75379.62292655816
1602,131330.23641390115
1603,55776.02035985797
1604,278978.6136019902
1605,235084.66031290445
1606,148110.25465734897
1607,160096.1954813879
1608,201745.6522183069
1609,191444.03770831146
1610,151959.77829796533
1611,132666.016927814
1612,189533.84156588488
1613,169584.64484502297
1614,127889.02003337315
1615,87347.1771776296
1616,61943.989394065895
1617,82625.85400144152
1618,136178.1752584961
1619,148106.77339954
1620,174564.25918933406
1621,137828.41075971612
1622,150792.39535232796
1623,254652.28334757412
1624,197251.33669570825
1625,113569.27363763643
1626,168580.32022580612
1627,188216.31753642947
1628,276298.41281144944
1629,170449.0682618745
1630,357164.4170876456
1631,252458.39348535123
1632,254085.58344235845
1633,166678.65469244123
1634,178140.28186863018
1635,173792.49581479985
1636,151766.86148678738
1637,215421.47731733855
1638,181747.5058719253
1639,183070.9311347944
1640,239078.71032880823
1641,174271.30209729538
1642,240986.89158199608
1643,223520.9261113113
1644,239517.01073949586
1645,223903.03194286104
1646,156654.16915128936
1647,150674.9363464433
1648,127078.92558032864
1649,131703.95536337458
1650,118604.96759379408
1651,119250.00519247295
1652,97083.21445180899
1653,100769.7818614141
1654,144293.94627590256
1655,128778.33975514246
1656,141437.47603875492
1657,151392.17806913282
1658,142491.25631646058
1659,128370.14255822159
1660,151828.54350615854
1661,426479.96143858926
1662,394012.95102343615
1663,380303.2050133867
1664,457818.86938659596
1665,332257.1094981505
1666,309726.2673592792
1667,367885.4370113043
1668,353781.67209632654
1669,318673.23399406305
1670,355357.96438576677
1671,258114.03434725245
1672,409327.2311669766
1673,289525.9901147764
1674,250323.5556775822
1675,195204.85092823775
1676,200208.75140593818
1677,208933.66141883645
1678,508423.3062540361
1679,362022.0726562168
1680,342094.6332745148
1681,279797.4532751506
1682,311403.4509876424
1683,186560.2606220907
1684,169030.24889282652
1685,166579.79262176325
1686,160095.14631675463
1687,161005.67341846137
1688,180861.2844491134
1689,184862.9169170809
1690,185455.67545253562
1691,177437.4629275451
1692,257058.15745735902
1693,170909.62986053556
1694,179833.44562045505
1695,168021.96151941526
1696,265971.0512014519
1697,172818.63864598
1698,336440.52341620217
1699,319156.49541717285
1700,258416.14619336475
1701,281777.8237459583
1702,242069.4336847244
1703,230451.71277378596
1704,272091.01437701815
1705,238644.79315641458
1706,140850.63837570284
1707,223735.99561583408
1708,201299.26087025087
1709,277742.4338375468
1710,229371.74001645562
1711,269605.1802744913
1712,259630.59094926983
1713,266654.6390269392
1714,227858.5714660451
1715,209753.17419640085
1716,181430.57281498305
1717,167147.2531257991
1718,146112.2153690935
1719,216844.89063182502
1720,241631.5482007947
1721,144065.49309957374
1722,120629.56868342271
1723,153585.64553574283
1724,214704.7261183745
1725,244058.98832604254
1726,186961.56085701808
1727,158541.93470038672
1728,152838.84681975737
1729,176041.7809647816
1730,157031.8890487595
1731,103170.02286236653
1732,132043.37169061525
1733,109982.76655209575
1734,124497.12851425473
1735,99721.02176685003
1736,91647.70352821254
1737,318291.02102269
1738,250671.72453991033
1739,254042.681443704
1740,228055.0145420784
1741,198426.55042403465
1742,166400.104427158
1743,161795.45825593302
1744,347102.33532309305
1745,233528.06472131182
1746,201139.30805282385
1747,220716.61722379806
1748,223557.9807148137
1749,139579.01846128562
1750,130646.67707378909
1751,234472.5576050308
1752,108950.36981208556
1753,151688.5945548919
1754,195071.0323855984
1755,158763.18892000397
1756,152202.5654237742
1757,113415.33074337624
1758,159536.6626944943
1759,161852.6546135439
1760,174354.82205938917
1761,157952.18195431316
1762,193473.3283898507
1763,174949.0660248923
1764,115721.74338395326
1765,182809.18061070418
1766,190372.29676796822
1767,222459.64851406158
1768,145787.5844635924
1769,152333.6313048212
1770,145562.53156081875
1771,129837.0260166701
1772,132820.35605559734
1773,121924.90860173412
1774,147500.25246101734
1775,137921.89851299408
1776,129222.07629412295
1777,109154.85967727768
1778,145129.09071667638
1779,135864.56162299126
1780,145166.32288826146
1781,123496.76988559114
1782,80327.14958037896
1783,138877.6914209075
1784,101563.06045309926
1785,125203.71386675606
1786,119600.04333048145
1787,138832.4075950078
1788,67121.69400325208
1789,102616.45332218792
1790,61605.53425445968
1791,182057.68992538174
1792,163469.3477709533
1793,116852.23641391532
1794,154235.80411713594
1795,126077.64588304874
1796,147309.3014119243
1797,120385.30137516515
1798,130378.018644313
1799,93073.70104216311
1800,124408.20166293737
1801,128081.84270489911
1802,104617.35050204166
1803,152037.11256431823
1804,121952.0128076759
1805,126270.92709856475
1806,131109.06392994165
1807,126703.09102725702
1808,118942.2566136985
1809,123636.2066792326
1810,151024.00042844866
1811,78250.91132301265
1812,117524.8661027024
1813,149118.7942037024
1814,108690.78813313534
1815,77328.84194057497
1816,102860.7023004401
1817,123333.94569254474
1818,154649.3966626721
1819,135513.9798659937
1820,17333.650447766413
1821,82587.70508088305
1822,151445.52665490977
1823,26719.561781951837
1824,122111.59107542182
1825,151278.4689008618
1826,101302.59134127307
1827,101019.45610792228
1828,152948.3866805438
1829,132352.85585321576
1830,150859.90041438784
1831,146586.4212543128
1832,29262.41187326907
1833,133047.52957036713
1834,122780.24340420982
1835,145249.2394908543
1836,135801.08365530428
1837,81784.76824028601
1838,96089.60941307024
1839,135670.1057757742
1840,173606.11138673383
1841,120208.65281253538
1842,69256.84668554048
1843,142512.50455941114
1844,134961.19622220434
1845,140039.55594900774
1846,156209.98436821377
1847,169381.85104255704
1848,89624.86819378205
1849,112949.62897990715
1850,111560.60235437258
1851,133664.59726752702
1852,110539.48394445569
1853,114277.51826423718
1854,161970.11681218792
1855,142848.56597184658
1856,217166.09151195735
1857,131024.89433589918
1858,157253.20306635968
1859,112700.11921608362
1860,162628.39348928808
1861,116996.58278259664
1862,282066.78133928694
1863,272606.08975715796
1864,272630.5769852804
1865,365376.96481360844
1866,345640.8067403069
1867,221136.2072550355
1868,288715.1593433204
1869,204138.5001002131
1870,224167.53575737536
1871,257757.63431184407
1872,166825.20881811605
1873,245428.5437345776
1874,152978.5955639672
1875,189535.32932162998
1876,203049.09129182214
1877,207344.97601837767
1878,198087.0736888402
1879,145467.24094632684
1880,131989.41720705226
1881,241572.2158396957
1882,243332.7872630412
1883,182377.60190369096
1884,200899.6099336467
1885,225651.05520900036
1886,285162.7311674066
1887,213703.07984000456
1888,264654.0022320684
1889,164355.444299477
1890,102091.88800089565
1891,92412.45952239532
1892,114839.50347385206
1893,135533.90341883083
1894,111492.62829814052
1895,133230.75887974462
1896,133229.66521308865
1897,134150.11904206465
1898,98188.28653019064
1899,150588.98550761296
1900,153107.46057555202
1901,197356.32432190585
1902,182887.79708425308
1903,236269.88214087306
1904,173881.3079584233
1905,190685.08987700843
1906,182920.56995137935
1907,213105.81736690865
1908,110185.58601426703
1909,131701.07686134867
1910,125245.42396749643
1911,223126.7795531751
1912,305692.2139178296
1913,148797.76841099482
1914,40370.30241910883
1915,341415.6768547872
1916,77046.9089258225
1917,234933.03246426483
1918,130357.44688945604
1919,145185.49131502298
1920,169490.35558713
1921,384743.9387990269
1922,355682.0084278232
1923,242056.72182391852
1924,222648.12888609697
1925,200430.7698480264
1926,391612.11155977764
1927,133744.61363028357
1928,161717.33490420788
1929,109950.140544947
1930,113578.69286692642
1931,131851.1120987538
1932,140241.8028993704
1933,205039.209752049
1934,183197.22096715056
1935,165176.20475078636
1936,198990.85188160144
1937,183417.190115986
1938,168983.15106277747
1939,279941.65233394783
1940,214500.09287524922
1941,167697.4052488336
1942,154322.55390843554
1943,243004.49892793637
1944,369966.603706248
1945,411392.87773858325
1946,173080.47201733172
1947,92132.48707843333
1948,178146.28391005454
1949,224457.79373098546
1950,171779.58537167744
1951,240058.4703889
1952,195086.3918375649
1953,183251.93447877682
1954,180832.62738505108
1955,122773.00544832583
1956,301283.7164494124
1957,151332.1977763995
1958,250625.05585048563
1959,121303.9626294266
1960,108462.69507506969
1961,123665.07645489022
1962,96613.07050777806
1963,107887.60848287315
1964,111771.3489264187
1965,133639.466003057
1966,143223.3363313724
1967,309659.0923677051
1968,375562.36185993406
1969,381164.9632120649
1970,402086.5746159634
1971,488197.32092973415
1972,381118.45262307196
1973,279782.52280681825
1974,327171.26251362043
1975,275255.46379472566
1976,277407.7631861225
1977,357383.3250690071
1978,336419.14734652033
1979,327055.28154915955
1980,199904.5615536018
1981,360709.9436224981
1982,218840.25874885797
1983,206193.53808262642
1984,169943.70558222337
1985,226526.6452005279
1986,213988.45049220856
1987,208934.70171694673
1988,165554.87836205756
1989,183276.82693740912
1990,203888.98708097823
1991,227691.5057611601
1992,218433.9452094123
1993,166210.41618400635
1994,232472.76269415588
1995,180228.34432604752
1996,283259.68456908694
1997,324449.2720952112
1998,312102.6262100166
1999,296153.961372225
2000,319699.5261469282
2001,266016.1497441083
2002,240410.56912550816
2003,247317.69359905276
2004,282942.69248881476
2005,225529.418731174
2006,231568.72712596197
2007,244147.71619988882
2008,245646.76604145914
2009,201467.99028422157
2010,189731.86423536134
2011,127941.39169156727
2012,170139.9943825354
2013,177859.8589203506
2014,185448.89465467085
2015,220881.90314144784
2016,194301.43586411438
2017,190692.20149681772
2018,103650.02246569653
2019,144381.07432588362
2020,76104.27533502057
2021,88916.22330692993
2022,220782.34646165313
2023,150143.56098211592
2024,277568.63472739316
2025,371134.4221531486
2026,177574.32540520793
2027,158353.32463695022
2028,155994.6827632405
2029,175919.1221036091
2030,274469.3825806609
2031,255738.36883828414
2032,268790.3616957921
2033,267213.85844780644
2034,184197.92847079088
2035,233194.4852232813
2036,208981.65137338015
2037,230577.21996648746
2038,382587.46981026104
2039,245703.0277249163
2040,350612.50532329886
2041,303047.194334998
2042,210046.62757951007
2043,176662.97352689516
2044,176420.02625807186
2045,194190.57289810348
2046,157014.45170734805
2047,142980.41188862192
2048,136938.8323073925
2049,133125.45362858224
2050,158769.0002668237
2051,92095.97609666163
2052,114503.300815502
2053,150629.45680484897
2054,108568.70609877614
2055,171231.1947772227
2056,129095.24713993135
2057,97203.69957466332
2058,205254.81303102695
2059,131570.5901339136
2060,185866.28343286074
2061,175512.51209355847
2062,125850.61907203472
2063,115909.9854296345
2064,138712.38068771764
2065,64993.96082986171
2066,155327.84108751183
2067,102450.72788576203
2068,149736.12035565154
2069,81584.32014530987
2070,108721.24303482242
2071,93489.9972802389
2072,149593.39975990469
2073,112945.80940231076
2074,179815.09094338535
2075,172839.35020892078
2076,131796.82536800092
2077,172760.34190170627
2078,130673.83568756233
2079,122673.42210334398
2080,123114.65915471927
2081,126084.18893940006
2082,133413.41261789532
2083,151684.62351301775
2084,106536.54368870749
2085,113333.69573557866
2086,92881.43812885735
2087,113815.3307867784
2088,97630.73768358523
2089,76510.96698729004
2090,124097.46276090165
2091,120267.51557571662
2092,134386.74433107628
2093,130926.59052199627
2094,113266.33670172654
2095,167936.58041803856
2096,81615.27660092931
2097,106975.98414564013
2098,165519.341201473
2099,56651.6046309206
2100,97249.51670291631
2101,114879.44768429013
2102,87444.17109978781
2103,93984.85493681948
2104,107992.6063147853
2105,149602.55774354804
2106,121396.07481760679
2107,178718.13241617475
2108,125159.5203733533
2109,118590.5235805959
2110,101782.56478277857
2111,139931.08673120235
2112,142033.1444390288
2113,126810.89150946986
2114,120621.11051727193
2115,165506.0309897977
2116,116962.2137898429
2117,159091.97053646352
2118,113764.68589836129
2119,113355.94549128237
2120,113677.12191074327
2121,108255.37899913172
2122,126522.38783835521
2123,77727.83346425867
2124,169797.34869099988
2125,130694.69839067204
2126,152747.96213237772
2127,188581.08766381192
2128,127011.1812242339
2129,64698.968145693565
2130,140341.1823948117
2131,111700.79816143462
2132,109861.18917549722
2133,104950.68865995611
2134,124065.83726644318
2135,119007.5082329243
2136,43987.25920893357
2137,97852.10459996502
2138,133607.18374465217
2139,133137.3741012211
2140,148341.116041501
2141,156366.57952539946
2142,126985.37651157696
2143,151641.31452177273
2144,163856.46429313708
2145,139042.7097985884
2146,174597.85391989228
2147,162690.56797158046
2148,122540.82375238521
2149,135797.9828145876
2150,228668.29711640562
2151,118434.14061664994
2152,203316.95952051034
2153,195596.96087081864
2154,101596.70514108223
2155,124309.55224829374
2156,276249.8422781768
2157,233517.09160325216
2158,242710.57419395994
2159,211175.54991950572
2160,185712.61129222438
2161,234989.36919307592
2162,394158.12086951185
2163,358898.7146434922
2164,254193.6768961357
2165,198744.39414198697
2166,159377.72139901377
2167,226056.42418099355
2168,198226.50497059734
2169,190256.5929203143
2170,226752.11303993856
2171,158921.6746601975
2172,138669.76399972633
2173,186799.6234773075
2174,222965.92318266665
2175,297291.1651495524
2176,315105.2541284599
2177,249065.00470915402
2178,217148.71515936698
2179,131592.92211469504
2180,213961.41736834132
2181,187016.88168981904
2182,219254.0129391573
2183,184802.9135505455
2184,121638.53170725092
2185,103426.29218351874
2186,146598.00724561486
2187,142701.59338680768
2188,149845.3591031304
2189,272632.48597366957
2190,84754.44717192363
2191,48774.35145309512
2192,90063.64215738297
2193,123779.67702460146
2194,95127.93801847998
2195,67009.34852774438
2196,110218.13692813502
2197,128455.14601603599
2198,150902.68842434493
2199,196143.22065334505
2200,154977.08328052098
2201,147813.38588246575
2202,213995.13581336147
2203,133444.49535604756
2204,192754.80680510955
2205,139105.31228799227
2206,149203.4128585306
2207,261880.04706422117
2208,247574.45394986524
2209,272370.46044129954
2210,123806.55936932378
2211,106217.1660852106
2212,118967.83062858616
2213,110397.37731476514
2214,126963.26103450442
2215,99941.06640005899
2216,161811.25019011044
2217,95192.07003179117
2218,68354.22813622083
2219,47843.594344302546
2220,30335.99188973932
2221,342058.1443621628
2222,291160.6600883841
2223,277963.0187872883
2224,203948.08553092225
2225,109652.4680443578
2226,200481.09204585463
2227,182286.5500610403
2228,285881.2384304986
2229,263635.259847096
2230,157440.05387384398
2231,219062.86749127996
2232,186337.50278462534
2233,180794.69603267894
2234,246879.7168131189
2235,223042.52541263355
2236,259666.1040279561
2237,306126.60362506506
2238,196595.65840692568
2239,118641.17959316412
2240,150243.07578474778
2241,137283.47894520054
2242,116644.11532926961
2243,115820.03775830368
2244,107641.62241114303
2245,131426.9558251479
2246,135434.2741592171
2247,111468.86834741815
2248,122804.37674100397
2249,114372.0069525785
2250,127113.33914345388
2251,170401.40082748738
2252,189227.43031865792
2253,161497.32250065083
2254,183112.94264515172
2255,187907.49117106973
2256,166499.369134455
2257,214058.425172447
2258,149834.30732101295
2259,179165.36996958958
2260,158324.81786623716
2261,217354.22065693958
2262,250417.70175414067
2263,369393.26645538915
2264,481599.766808876
2265,151426.34979912685
2266,338291.0543321843
2267,388345.2455108694
2268,429870.9825212422
2269,145872.6942746496
2270,186638.94954834227
2271,213115.50350249285
2272,184361.001918225
2273,151673.30754152595
2274,179138.57770358148
2275,164716.73268616843
2276,198165.14853087577
2277,185002.8850607748
2278,147089.80085292135
2279,123319.01131034238
2280,119485.78793821763
2281,140861.34908576758
2282,166022.31080738624
2283,113637.1252646872
2284,114707.10245168277
2285,153490.66074490262
2286,121119.42230178935
2287,381383.6965425161
2288,301254.90161590296
2289,337496.5158071483
2290,444540.3098731877
2291,338424.0680727464
2292,460835.01781663316
2293,446688.4938461113
2294,390149.2323831408
2295,524529.3006947705
2296,285274.99670128146
2297,359315.95860922855
2298,370197.534447605
2299,335651.08950889425
2300,325941.66757720767
2301,319244.2788084047
2302,253956.79008412274
2303,251342.71629082612
2304,265681.2726860381
2305,209817.90205549978
2306,197210.46447830854
2307,198266.17591763457
2308,227164.57693460683
2309,306658.39849495003
2310,216881.21362984087
2311,210528.42780039582
2312,191668.40306007213
2313,169566.6826461001
2314,191972.3760640239
2315,186235.5659566005
2316,199006.22234145674
2317,193125.05004305602
2318,183812.87299244478
2319,187417.76231437843
2320,187894.96605798023
2321,240883.33253119246
2322,200096.78219116898
2323,197056.93502564513
2324,172134.88697529578
2325,211832.01167911052
2326,168552.6705816293
2327,195447.6739902443
2328,212520.35940847194
2329,191341.22613745875
2330,182511.21660466626
2331,332233.5701593096
2332,397984.40524127404
2333,316562.7245137019
2334,259906.70398753887
2335,292505.64426717546
2336,318311.13338957774
2337,198882.2020826476
2338,261840.20380050078
2339,214336.14311331144
2340,447973.4305593043
2341,207883.35604970416
2342,229302.46259460074
2343,217643.28794423956
2344,209069.30900990785
2345,230766.6610523893
2346,225539.96560956124
2347,207589.07078750554
2348,253552.58412117593
2349,209061.648646732
2350,307257.7744672915
2351,277961.33327158104
2352,245010.48019825856
2353,250156.3472071645
2354,160932.43952690606
2355,145185.39521223842
2356,146838.63704617321
2357,188910.85702645924
2358,199055.48612337813
2359,114087.51938106527
2360,114640.41308218692
2361,156898.1016207719
2362,267356.54425114556
2363,140841.60695594025
2364,163507.72328502144
2365,209748.58930676169
2366,208841.94662990246
2367,232375.41583304765
2368,225782.31921370325
2369,235139.6322216964
2370,174448.45106000136
2371,154969.6019522227
2372,206231.7577057088
2373,306872.43717302673
2374,322317.6290032414
2375,263476.5630295273
2376,285263.07266273245
2377,355428.31213372014
2378,147485.63436221608
2379,214771.82217557027
2380,135830.0043408996
2381,167071.65715585818
2382,201696.92504861165
2383,193959.26426880417
2384,233006.68790617725
2385,144729.1493904462
2386,127369.36716620029
2387,127240.771772503
2388,100567.06045708079
2389,107767.5109637415
2390,155336.17179244332
2391,141882.27997738862
2392,117564.23798097875
2393,166253.5353885649
2394,136489.2528086334
2395,212739.29546964006
2396,134124.99083654536
2397,212900.57149445656
2398,138555.81234515662
2399,68176.8342743251
2400,85224.5578823976
2401,139856.64158217574
2402,130560.7089044395
2403,139675.26739045524
2404,143367.68712604043
2405,148174.827698729
2406,145540.1619474463
2407,128599.0526108062
2408,126763.70195721622
2409,106998.81494153159
2410,179649.8403612537
2411,116042.21941211158
2412,157422.4603514803
2413,123816.926415594
2414,157435.4551837636
2415,128670.7855237759
2416,123272.16305728498
2417,130349.65759088733
2418,133357.61915592698
2419,144000.35503524748
2420,125644.17772758882
2421,464032.0943007137
2422,93050.8322359063
2423,115190.48474155681
2424,131113.70154080124
2425,215948.22698109195
2426,140974.15310297717
2427,132094.2500174157
2428,182979.00634292956
2429,99577.3793227043
2430,129097.8747034868
2431,85944.59421446215
2432,156226.14114645714
2433,168814.4657754793
2434,153348.4120784537
2435,182168.65692953247
2436,108577.75515991345
2437,87879.21540562375
2438,107312.8482402518
2439,82681.71314128104
2440,128906.6647690869
2441,93969.0064699914
2442,89946.34369722531
2443,128078.05159362106
2444,125393.96338221728
2445,96698.41182431002
2446,137596.54940949997
2447,206249.4418526304
2448,152582.39452560246
2449,112235.43029257852
2450,152518.43157612727
2451,122799.95474220133
2452,205646.9230944171
2453,101362.59363786445
2454,122408.8496642267
2455,106207.18406180499
2456,171158.01254152157
2457,151496.26782370667
2458,137737.14693066664
2459,118852.12513433571
2460,136519.78097765372
2461,137138.24303973655
2462,134179.85474300015
2463,129810.21123892318
2464,191598.2702303509
2465,146072.86049055
2466,122630.8828990208
2467,124131.37048864152
2468,73942.55659814466
2469,85072.55748914304
2470,203030.4010680696
2471,225380.43325933028
2472,172607.16921141953
2473,150228.59448736187
2474,99100.5359866511
2475,208700.8033308029
2476,118499.73581692658
2477,116719.3990524529
2478,144454.99651910807
2479,104759.24773244442
2480,155327.97402654623
2481,124974.27350516367
2482,101142.61808394542
2483,101407.3215239869
2484,121874.18147330677
2485,128779.59743592964
2486,156784.20395271922
2487,180245.82166462773
2488,167111.7546962283
2489,149768.86538338827
2490,138388.80264608713
2491,77351.56523436421
2492,186038.6376345834
2493,139928.39763869593
2494,144504.78454990312
2495,79070.01580670186
2496,208739.1620534668
2497,160526.95616396365
2498,122924.22454610557
2499,86715.15765724884
2500,115531.35073698894
2501,147567.4926448526
2502,160868.16379957335
2503,99677.49292372748
2504,594863.1834500484
2505,221158.1889071954
2506,254883.82592063653
2507,284212.9035852358
2508,255379.33209071986
2509,206110.90674036223
2510,215178.56655785252
2511,170363.50939028765
2512,209660.75379672687
2513,218693.5831826034
2514,276194.60319249233
2515,171757.13038570408
2516,174183.39841686422
2517,160565.311409648
2518,152856.03807011168
2519,250132.9913564406
2520,224434.83283390632
2521,184530.97810060624
2522,217105.1801920953
2523,111419.4091239087
2524,131876.15927412116
2525,158706.94480487693
2526,166481.3030319477
2527,125173.28787868349
2528,147574.22753999283
2529,59909.403128678474
2530,133148.18577096035
2531,257688.88150174828
2532,219103.12827353727
2533,191562.8298335058
2534,240553.10573635233
2535,284917.0491933396
2536,231823.02362053053
2537,264144.3415036771
2538,189794.90098533945
2539,180529.6489321716
2540,183116.1129313943
2541,173260.37063113824
2542,163313.37846226429
2543,99149.76054956026
2544,121871.51613801281
2545,128017.26539035539
2546,108265.36652520936
2547,136672.08906460812
2548,146870.50059662535
2549,150714.0511181754
2550,794467.8080932875
2551,139492.3694360619
2552,134713.19043383782
2553,55261.66282045949
2554,76492.84982069052
2555,89990.40390968237
2556,95490.09671148792
2557,104083.63981056589
2558,154766.50981817086
2559,145548.0358351294
2560,161908.07746416627
2561,152845.3062434995
2562,153398.21825538427
2563,162607.89442711603
2564,214097.41754806865
2565,170455.80282960992
2566,175808.19623911532
2567,139953.43205278402
2568,226679.44923231
2569,239701.13309154907
2570,115294.11623398511
2571,219487.45555233554
2572,168920.30499187228
2573,220672.00490314895
2574,70923.99129115802
2575,142007.30278415393
2576,124936.49886678967
2577,164132.98383601752
2578,62864.84174382317
2579,64507.87046467235
2580,68287.18251534729
2581,112896.11739062607
2582,108301.79925062829
2583,298289.84822069586
2584,175809.42936200887
2585,179612.77691235518
2586,214459.81772303206
2587,206199.02057929136
2588,144231.08680823437
2589,135806.9822676849
2590,193994.60239282087
2591,213122.41546317888
2592,221608.4164519999
2593,260937.70298741863
2594,173835.79888624157
2595,213196.53562715944
2596,275336.97946359846
2597,193597.34365411068
2598,272819.42643875506
2599,357468.4528634968
2600,648894.4757570783
2601,107587.46219651027
2602,64351.2462516439
2603,98869.37759220038
2604,82409.49442395347
2605,53883.46229535293
2606,133162.45342666926
2607,207140.54292739913
2608,197273.55771671128
2609,160295.27381352973
2610,103781.62202625112
2611,226851.6412826643
2612,169036.28788135963
2613,128050.77960124807
2614,117229.1339143445
2615,150135.1681580759
2616,149551.70823569395
2617,211874.7672965634
2618,191547.93741393278
2619,197796.56581919506
2620,186201.51489894502
2621,183122.58376604554
2622,180464.2537675604
2623,249221.15011286046
2624,289065.17823621305
2625,298972.83242812497
2626,173398.8525564123
2627,186390.64677131857
2628,480335.3544435277
2629,549161.6008707343
2630,403424.1249886729
2631,517358.68703792815
2632,426472.28421273676
2633,338986.14841011167
2634,427693.72488258453
2635,130798.42299187186
2636,162876.44678570965
2637,181441.6539358503
2638,264299.3921044521
2639,182517.30262566262
2640,144610.2353173931
2641,106491.62840182324
2642,168624.5668464397
2643,104000.28967088724
2644,114981.84576088857
2645,108320.09874553829
2646,91696.8680757563
2647,96476.28670462852
2648,140696.7448169651
2649,153577.17884933224
2650,136177.58384144714
2651,132973.3008554396
2652,394918.8233570247
2653,254962.66540319606
2654,268095.45682871714
2655,411211.500237016
2656,335846.4438883651
2657,370957.263541403
2658,322966.8256220231
2659,319287.84908114164
2660,351213.25862639304
2661,379096.3114938531
2662,380007.3791774485
2663,283679.2788728338
2664,298768.6881957515
2665,337456.87189535686
2666,307815.6397316746
2667,185087.1016495318
2668,188893.0831159269
2669,184826.40922090356
2670,274124.7956952289
2671,186827.51429783014
2672,194327.8321050975
2673,197482.0269364435
2674,199185.43315781033
2675,185752.98561689627
2676,181265.39401054074
2677,201885.71888458997
2678,226585.0179608989
2679,268531.86943753966
2680,289430.2849778874
2681,407171.40552141925
2682,301488.8358983359
2683,479240.7665419565
2684,307786.3075089081
2685,333805.39886218787
2686,267683.83584243635
2687,307672.94120213285
2688,218964.72795564888
2689,221734.03123440573
2690,398289.9518991178
2691,199916.8690564965
2692,153669.75546102345
2693,205975.15452806215
2694,142965.14174778425
2695,191599.4459051111
2696,181218.61503746593
2697,187126.4966610117
2698,211530.65475989878
2699,160874.774893146
2700,133694.91536705248
2701,128529.92839328607
2702,92588.42056454871
2703,110862.58131619258
2704,141295.273708101
2705,126214.20059998907
2706,84211.35129315587
2707,95935.60268250656
2708,146543.20491081232
2709,115230.81649838903
2710,130811.05539149434
2711,390439.3532715011
2712,409767.95802133944
2713,173902.46211372747
2714,146070.00312428546
2715,162685.19222643343
2716,121507.11822217291
2717,204580.99829236156
2718,240598.33468279016
2719,165540.95043854378
2720,171917.84328965456
2721,125278.39738065682
2722,158612.2212554878
2723,134802.77457734683
2724,116541.47675786473
2725,121585.44381928773
2726,155513.15275579746
2727,185519.50139367988
2728,164739.21180992894
2729,141165.5012486717
2730,151835.54909077188
2731,114563.75690521681
2732,138933.2290941229
2733,154719.3758027673
2734,133291.4403360892
2735,136274.96347456507
